104 -> 19, -5, 1.75, 4, -1.5
123 -> 19, -5, 1.75, 3, -0.5
126 -> 19, -4, 1.25, 3, -1.5
128 -> 19, -4, 1.75, 3, -1
129 -> 19, -5, 1.25, 5, -1
130 -> 19, -5, 1.75, 4, -1
131 -> 19, -4, 1.75, 4, -1
132 -> 19, -5, 1.75, 2, -0.5
133 -> 19, -5, 1.75, 3, -1.5
135 -> 19, -3, 1.75, 3, -1.5
137 -> 19, -3, 1.75, 5, -2
141 -> 19, -4, 1.75, 5, -2
142 -> 19, -5, 1.75, 1, -1.5
143 -> 19, -4, 1.25, 3, -1
143 -> 19, -5, 1.75, 5, -1
144 -> 19, -5, 1.75, 1, -2
148 -> 19, -3, 0.75, 3, -2
150 -> 19, -5, 1.75, 4, -2
150 -> 19, -4, 1.25, 5, -1
150 -> 19, -4, 1.25, 5, -1.5
155 -> 19, -4, 1.75, 3, -1.5
155 -> 19, -4, 1.75, 5, -1
155 -> 19, -5, 1.75, 3, -2
156 -> 19, -5, 0.75, 4, -1.5
157 -> 19, -5, 1.25, 2, -1.5
157 -> 19, -4, 1.75, 5, -0.5
158 -> 19, -5, 1.75, 1, -1
158 -> 19, -4, 1.75, 1, -0.5
159 -> 19, -4, 1.25, 4, -1.5
161 -> 19, -5, 1.75, 5, -1.5
161 -> 19, -3, 1.75, 4, -0.5
162 -> 19, -3, 1.75, 5, -1.5
162 -> 19, -4, 1.75, 3, -0.5
162 -> 19, -3, 1.25, 1, -1.5
162 -> 19, -3, 1.75, 4, -1.5
163 -> 19, -3, 1.25, 4, -1.5
167 -> 19, -4, 1.75, 4, -1.5
167 -> 19, -5, 1.25, 1, -1
168 -> 19, -4, 1.25, 5, -2
169 -> 19, -3, 1.25, 5, -2
169 -> 19, -3, 0.75, 5, -2
170 -> 19, -5, 0.25, 3, -2
170 -> 19, -5, 1.75, 2, -2
170 -> 19, -2, 1.75, 3, -2
171 -> 19, -3, 1.75, 3, -1
171 -> 19, -3, 1.75, 5, -1
172 -> 19, -4, 0.25, 4, -2
173 -> 19, -3, 1.75, 3, -0.5
174 -> 19, -4, 0.75, 2, -1.5
174 -> 19, -4, 1.75, 1, -1.5
175 -> 19, -3, 1.25, 5, -1.5
175 -> 19, -5, 1.75, 5, -2
176 -> 19, -1, 1.75, 5, -2
177 -> 19, -2, 1.75, 4, -1
178 -> 19, -4, 1.75, 1, -1
178 -> 19, -4, 1.25, 1, -1.5
178 -> 19, -4, 0.25, 5, -1
180 -> 19, -4, 1.75, 5, -1.5
