315 -> 97, -5, 0.25, 5, -1
315 -> 97, -5, 0.75, 1, -2
315 -> 97, -5, 1.75, 5, -1.5
317 -> 97, -4, 1.75, 4, -1.5
324 -> 97, -5, 1.75, 1, -2
329 -> 97, -4, 0.25, 1, -1.5
331 -> 97, -4, 0.25, 4, -2
331 -> 97, -4, 0.25, 3, -2
331 -> 97, -4, 0.25, 2, -2
332 -> 97, -3, 1.25, 5, -2
333 -> 97, -5, 1.75, 3, -2
335 -> 97, -5, 1.75, 4, -2
335 -> 97, -5, 1.75, 5, -2
336 -> 97, -3, 1.25, 3, -1
336 -> 97, -5, 1.75, 2, -2
339 -> 97, -5, 1.75, 3, -1.5
341 -> 97, -5, 0.25, 1, -2
342 -> 97, -2, 1.25, 1, -1
344 -> 97, -5, 1.25, 2, -2
344 -> 97, -5, 1.25, 1, -2
345 -> 97, -1, 1.75, 3, -1.5
346 -> 97, -3, 1.75, 3, -2
347 -> 97, -5, 1.25, 3, -1
347 -> 97, -4, 1.25, 2, -1
348 -> 97, -5, 0.25, 3, -1
350 -> 97, -4, 0.25, 4, -1.5
350 -> 97, -3, 1.75, 2, -2
352 -> 97, -4, 0.75, 1, -2
352 -> 97, -3, 0.25, 4, -1.5
352 -> 97, -4, 1.25, 3, -1
352 -> 97, -3, 0.25, 3, -1.5
354 -> 97, -4, 1.25, 1, -1
354 -> 97, -2, 1.25, 5, -2
355 -> 97, -2, 1.75, 3, -2
358 -> 97, -2, 1.25, 5, -1
359 -> 97, -5, 0.75, 5, -2
359 -> 97, -5, 0.75, 4, -2
359 -> 97, -1, 1.75, 1, -2
360 -> 97, -4, 1.75, 2, -1.5
360 -> 97, -4, 1.75, 3, -1
362 -> 97, -3, 1.75, 3, -1.5
362 -> 97, -4, 0.75, 5, -1.5
362 -> 97, -2, 1.75, 4, -1.5
363 -> 97, -4, 0.75, 2, -1.5
364 -> 97, -4, 0.75, 4, -2
364 -> 97, -4, 1.75, 5, -1.5
365 -> 97, -5, 0.25, 3, -2
365 -> 97, -5, 0.25, 4, -2
365 -> 97, -5, 0.25, 5, -2
365 -> 97, -5, 0.75, 2, -2
366 -> 97, -5, 1.75, 1, -1.5
366 -> 97, -4, 0.25, 2, -1.5
367 -> 97, -4, 1.25, 5, -1.5
367 -> 97, -5, 0.75, 5, -0.5
