112 -> 20, -5, 1.25, 4, -1.5
113 -> 20, -5, 1.75, 5, -1
114 -> 20, -5, 1.75, 4, -1.5
128 -> 20, -4, 1.75, 5, -2
133 -> 20, -4, 1.25, 5, -1.5
136 -> 20, -4, 1.75, 4, -2
137 -> 20, -5, 1.75, 3, -1
144 -> 20, -5, 1.75, 1, -1.5
147 -> 20, -5, 1.75, 4, -0.5
151 -> 20, -5, 1.25, 3, -2
152 -> 20, -4, 1.25, 4, -1
154 -> 20, -5, 1.75, 5, -1.5
157 -> 20, -4, 1.75, 2, -0.5
158 -> 20, -4, 1.25, 4, -1.5
161 -> 20, -2, 1.75, 2, -2
161 -> 20, -4, 1.25, 3, -1.5
163 -> 20, -3, 1.25, 3, -1.5
163 -> 20, -4, 1.25, 5, -1
163 -> 20, -4, 1.75, 4, -1.5
164 -> 20, -3, 1.75, 5, -1.5
164 -> 20, -4, 1.25, 2, -2
165 -> 20, -4, 1.75, 3, -1
165 -> 20, -4, 1.75, 1, -2
165 -> 20, -3, 1.25, 4, -1.5
167 -> 20, -5, 0.25, 2, -2
167 -> 20, -5, 1.25, 3, -1.5
168 -> 20, -3, 1.75, 3, -1.5
169 -> 20, -3, 1.75, 5, -2
170 -> 20, -3, 1.25, 5, -2
171 -> 20, -3, 1.75, 5, -0.5
171 -> 20, -3, 1.75, 1, -2
171 -> 20, -5, 1.75, 4, -2
171 -> 20, -4, 1.25, 3, -2
173 -> 20, -3, 0.75, 5, -2
173 -> 20, -4, 1.75, 3, -2
173 -> 20, -5, 0.25, 3, -1.5
174 -> 20, -2, 1.75, 5, -0.5
175 -> 20, -3, 1.75, 1, -1.5
175 -> 20, -5, 0.75, 5, -0.5
176 -> 20, -2, 0.75, 4, -2
177 -> 20, -2, 1.75, 3, -2
177 -> 20, -5, 1.75, 1, -1
178 -> 20, -3, 1.25, 4, -2
178 -> 20, -5, 1.75, 3, -2
178 -> 20, -2, 1.75, 4, -2
178 -> 20, -4, 1.75, 5, -1
178 -> 20, -3, 1.75, 1, -0.5
178 -> 20, -3, 1.25, 5, -1
179 -> 20, -1, 1.75, 5, -2
179 -> 20, -3, 1.75, 5, -1
180 -> 20, -2, 1.75, 5, -1
180 -> 20, -4, 1.75, 3, -0.5
182 -> 20, -3, 1.25, 4, -1
182 -> 20, -4, 1.75, 1, -1.5
182 -> 20, -4, 0.25, 2, -2
183 -> 20, -2, 1.25, 4, -2
184 -> 20, -3, 0.75, 1, -2
186 -> 20, -5, 1.25, 2, -2
186 -> 20, -3, 1.75, 4, -0.5
186 -> 20, -4, 1.25, 1, -1.5
187 -> 20, -3, 1.75, 3, -2
187 -> 20, -2, 1.75, 4, -0.5
187 -> 20, -5, 1.75, 5, -2
188 -> 20, -2, 0.25, 4, -2
188 -> 20, -4, 1.25, 5, -2
188 -> 20, -2, 1.75, 3, -1
189 -> 20, -5, 1.75, 2, -2
191 -> 20, -3, 1.25, 1, -1.5
191 -> 20, -4, 1.75, 4, -1
192 -> 20, -5, 0.75, 2, -2
192 -> 20, -5, 0.75, 3, -2
192 -> 20, -2, 1.25, 3, -1.5
192 -> 20, -3, 1.75, 2, -2
192 -> 20, -3, 0.75, 4, -2
193 -> 20, -3, 0.75, 2, -1.5
194 -> 20, -3, 1.75, 3, -0.5
194 -> 20, -4, 1.75, 2, -2
195 -> 20, -4, 0.25, 4, -2
196 -> 20, -3, 1.75, 3, -1
197 -> 20, -2, 1.75, 5, -2
198 -> 20, -2, 1.75, 2, -1.5
198 -> 20, -5, 1.25, 4, -1
199 -> 20, -3, 1.25, 5, -1.5
200 -> 20, -5, 1.25, 4, -2
200 -> 20, -5, 0.75, 5, -2
201 -> 20, -2, 1.25, 5, -1
201 -> 20, -5, 1.25, 2, -1.5
201 -> 20, -3, 0.75, 5, -1.5
201 -> 20, -5, 0.75, 2, -1
