272 -> 66, -5, 1.75, 4, -0.5
278 -> 66, -5, 1.75, 5, -2
284 -> 66, -5, 1.25, 2, -2
294 -> 66, -5, 1.75, 3, -2
298 -> 66, -5, 0.25, 4, -1.5
299 -> 66, -5, 0.25, 5, -1.5
303 -> 66, -5, 0.25, 1, -1.5
304 -> 66, -5, 1.75, 2, -2
304 -> 66, -4, 1.75, 5, -2
312 -> 66, -5, 1.25, 3, -2
314 -> 66, -5, 1.25, 1, -2
315 -> 66, -5, 1.75, 4, -1.5
315 -> 66, -5, 0.25, 5, -2
316 -> 66, -3, 1.75, 2, -2
317 -> 66, -5, 1.75, 5, -1.5
317 -> 66, -5, 1.25, 5, -1.5
318 -> 66, -4, 1.75, 2, -2
318 -> 66, -5, 1.75, 5, -1
318 -> 66, -4, 1.75, 4, -1.5
319 -> 66, -4, 1.75, 4, -2
322 -> 66, -5, 1.75, 4, -2
324 -> 66, -5, 0.25, 3, -1.5
324 -> 66, -5, 0.25, 2, -1.5
324 -> 66, -5, 0.75, 2, -0.5
325 -> 66, -4, 1.75, 5, -1.5
326 -> 66, -3, 1.75, 1, -2
326 -> 66, -3, 1.75, 5, -1.5
328 -> 66, -4, 1.25, 4, -2
329 -> 66, -4, 0.25, 1, -1.5
331 -> 66, -5, 1.25, 3, -1.5
331 -> 66, -4, 0.25, 3, -1.5
331 -> 66, -4, 0.25, 2, -1.5
332 -> 66, -5, 1.75, 1, -2
333 -> 66, -5, 1.25, 4, -2
334 -> 66, -2, 1.75, 4, -1.5
337 -> 66, -2, 1.75, 4, -2
338 -> 66, -5, 0.75, 5, -2
338 -> 66, -3, 1.25, 3, -0.5
338 -> 66, -5, 0.75, 4, -1.5
340 -> 66, -4, 0.25, 5, -2
340 -> 66, -5, 0.75, 4, -2
340 -> 66, -4, 0.25, 4, -2
340 -> 66, -3, 0.75, 5, -2
342 -> 66, -1, 1.25, 2, -2
342 -> 66, -2, 1.75, 5, -1.5
342 -> 66, -4, 1.25, 3, -2
343 -> 66, -3, 1.75, 2, -1.5
344 -> 66, -3, 1.75, 1, -1.5
344 -> 66, -4, 1.75, 3, -1.5
344 -> 66, -4, 0.25, 4, -1
345 -> 66, -5, 1.75, 4, -1
345 -> 66, -5, 0.75, 3, -1.5
345 -> 66, -4, 0.75, 3, -1.5
345 -> 66, -4, 0.75, 4, -1.5
345 -> 66, -2, 1.75, 3, -2
346 -> 66, -4, 0.25, 3, -1
349 -> 66, -3, 1.75, 3, -0.5
350 -> 66, -5, 1.25, 4, -1.5
350 -> 66, -4, 0.25, 5, -1.5
351 -> 66, -5, 0.25, 2, -2
351 -> 66, -5, 0.75, 2, -2
351 -> 66, -5, 0.25, 3, -2
352 -> 66, -5, 0.25, 4, -2
352 -> 66, -3, 1.25, 2, -1
352 -> 66, -3, 0.75, 5, -1.5
354 -> 66, -5, 1.25, 5, -2
354 -> 66, -4, 1.25, 4, -1.5
354 -> 66, -4, 1.25, 5, -1.5
355 -> 66, -3, 1.75, 3, -2
355 -> 66, -3, 1.75, 4, -1.5
355 -> 66, -3, 1.75, 3, -1.5
355 -> 66, -3, 1.75, 4, -2
357 -> 66, -4, 1.25, 2, -1.5
357 -> 66, -4, 1.25, 1, -1.5
357 -> 66, -3, 1.25, 5, -2
357 -> 66, -2, 1.75, 1, -1.5
357 -> 66, -5, 1.25, 2, -1.5
358 -> 66, -4, 0.25, 4, -1.5
358 -> 66, -2, 1.25, 5, -2
358 -> 66, -2, 1.25, 4, -2
358 -> 66, -4, 0.25, 2, -2
358 -> 66, -4, 0.25, 3, -2
359 -> 66, -5, 1.75, 3, -1.5
360 -> 66, -2, 0.25, 3, -0.5
360 -> 66, -3, 0.75, 4, -0.5
361 -> 66, -1, 0.25, 3, -2
361 -> 66, -3, 0.75, 1, -1.5
362 -> 66, -5, 0.75, 5, -1.5
362 -> 66, -5, 1.25, 1, -1.5
363 -> 66, -5, 0.75, 3, -2
363 -> 66, -4, 1.25, 2, -2
363 -> 66, -2, 0.25, 2, -1.5
363 -> 66, -2, 1.75, 2, -1.5
364 -> 66, -3, 0.75, 4, -2
364 -> 66, -3, 0.75, 3, -2
364 -> 66, -1, 1.25, 5, -2
364 -> 66, -4, 1.25, 5, -2
366 -> 66, -3, 1.25, 1, -1
366 -> 66, -3, 1.75, 4, -1
366 -> 66, -5, 1.75, 1, -1
366 -> 66, -4, 0.25, 5, -1
367 -> 66, -5, 1.75, 5, -0.5
367 -> 66, -1, 1.75, 1, -1.5
368 -> 66, -1, 1.25, 3, -2
368 -> 66, -3, 1.25, 2, -2
369 -> 66, -3, 1.25, 3, -1.5
369 -> 66, -4, 1.75, 1, -2
371 -> 66, -4, 1.25, 1, -2
372 -> 66, -3, 1.75, 5, -0.5
372 -> 66, -4, 1.75, 4, -1
372 -> 66, -1, 0.25, 2, -1.5
372 -> 66, -3, 1.25, 1, -2
372 -> 66, -2, 0.25, 5, -1.5
373 -> 66, -3, 1.75, 5, -2
373 -> 66, -3, 1.25, 4, -1
373 -> 66, -4, 0.25, 1, -2
373 -> 66, -1, 1.25, 4, -2
373 -> 66, -2, 0.75, 2, -1
373 -> 66, -2, 1.75, 3, -1.5
374 -> 66, -2, 1.25, 1, -0.5
374 -> 66, -1, 0.75, 2, -1.5
374 -> 66, -2, 1.75, 5, -2
375 -> 66, -2, 0.75, 1, -1
375 -> 66, -3, 0.75, 1, -2
375 -> 66, -3, 1.75, 5, -1
376 -> 66, -4, 0.75, 4, -2
376 -> 66, -3, 0.75, 2, -2
376 -> 66, -4, 0.75, 3, -2
377 -> 66, -3, 1.75, 1, -0.5
377 -> 66, -2, 1.75, 2, -1
377 -> 66, -2, 1.25, 3, -2
377 -> 66, -2, 1.25, 2, -2
378 -> 66, -4, 1.75, 5, -1
379 -> 66, -4, 0.75, 5, -2
380 -> 66, -3, 1.25, 4, -2
380 -> 66, -4, 0.75, 2, -2
380 -> 66, -3, 1.25, 3, -2
380 -> 66, -4, 1.75, 1, -1.5
380 -> 66, -1, 1.25, 1, -0.5
380 -> 66, -4, 0.75, 1, -2
380 -> 66, -4, 1.75, 1, -1
381 -> 66, -4, 1.25, 3, -1.5
381 -> 66, -5, 0.75, 2, -1.5
381 -> 66, -1, 0.75, 3, -2
381 -> 66, -5, 1.75, 3, -1
382 -> 66, -2, 0.75, 3, -2
382 -> 66, -2, 1.25, 3, -1.5
382 -> 66, -2, 0.75, 4, -2
382 -> 66, -2, 0.75, 5, -2
384 -> 66, -5, 1.25, 3, -1
384 -> 66, -5, 1.25, 5, -1
384 -> 66, -5, 1.25, 4, -1
385 -> 66, -1, 0.25, 2, -1
385 -> 66, -1, 1.75, 3, -2
385 -> 66, -1, 0.25, 3, -1
385 -> 66, -1, 1.75, 2, -2
385 -> 66, -1, 0.75, 1, -1
385 -> 66, -1, 0.75, 2, -1
385 -> 66, -2, 1.25, 2, -1
385 -> 66, -3, 0.75, 1, -0.5
385 -> 66, -3, 0.75, 3, -0.5
386 -> 66, -3, 1.75, 3, -1
386 -> 66, -3, 1.25, 4, -1.5
386 -> 66, -3, 1.25, 5, -1.5
386 -> 66, -2, 0.25, 1, -2
386 -> 66, -1, 0.25, 4, -1
386 -> 66, -1, 0.25, 1, -2
386 -> 66, -4, 1.75, 2, -1.5
386 -> 66, -2, 0.75, 3, -1.5
386 -> 66, -2, 0.75, 2, -2
387 -> 66, -3, 1.25, 5, -1
387 -> 66, -3, 0.75, 2, -1
387 -> 66, -4, 1.75, 2, -1
387 -> 66, -3, 0.75, 3, -1
387 -> 66, -2, 0.25, 5, -2
387 -> 66, -2, 1.25, 1, -1.5
388 -> 66, -1, 0.75, 3, -1.5
388 -> 66, -2, 1.25, 2, -1.5
388 -> 66, -2, 1.25, 2, -0.5
389 -> 66, -5, 0.75, 1, -1.5
389 -> 66, -2, 1.25, 1, -1
389 -> 66, -4, 1.75, 3, -2
389 -> 66, -2, 1.25, 4, -1.5
389 -> 66, -2, 1.25, 5, -1.5
390 -> 66, -2, 1.75, 2, -2
390 -> 66, -4, 0.75, 2, -1.5
390 -> 66, -4, 0.75, 1, -1.5
390 -> 66, -1, 0.75, 1, -0.5
392 -> 66, -1, 1.75, 1, -0.5
392 -> 66, -2, 1.75, 1, -2
393 -> 66, -2, 0.75, 5, -1.5
393 -> 66, -1, 0.25, 3, -1.5
393 -> 66, -3, 1.25, 3, -1
393 -> 66, -1, 0.75, 2, -2
393 -> 66, -1, 0.25, 4, -1.5
393 -> 66, -2, 1.25, 1, -2
394 -> 66, -1, 1.25, 5, -1.5
394 -> 66, -1, 0.25, 2, -2
394 -> 66, -3, 0.25, 1, -1.5
394 -> 66, -3, 0.25, 2, -1.5
394 -> 66, -3, 0.75, 5, -1
394 -> 66, -3, 0.25, 3, -1.5
394 -> 66, -3, 0.75, 4, -1
395 -> 66, -1, 1.25, 1, -1.5
396 -> 66, -4, 0.25, 2, -1
396 -> 66, -4, 0.25, 1, -1
396 -> 66, -1, 1.75, 3, -1
396 -> 66, -2, 0.25, 3, -2
396 -> 66, -1, 1.25, 1, -2
396 -> 66, -2, 0.25, 4, -2
396 -> 66, -2, 0.25, 2, -2
397 -> 66, -2, 0.75, 4, -1
397 -> 66, -2, 0.75, 5, -1
397 -> 66, -1, 0.25, 5, -1.5
397 -> 66, -2, 1.75, 1, -1
397 -> 66, -3, 0.75, 5, -0.5
397 -> 66, -5, 0.75, 1, -2
397 -> 66, -2, 0.25, 3, -1
398 -> 66, -3, 1.75, 2, -1
398 -> 66, -3, 1.75, 1, -1
399 -> 66, -1, 1.75, 2, -1.5
400 -> 66, -3, 1.25, 2, -1.5
400 -> 66, -1, 1.75, 1, -2
400 -> 66, -3, 1.25, 1, -1.5
400 -> 66, -1, 0.25, 5, -2
400 -> 66, -3, 0.75, 4, -1.5
400 -> 66, -3, 0.75, 3, -1.5
400 -> 66, -3, 0.75, 2, -1.5
401 -> 66, -2, 0.75, 1, -2
401 -> 66, -1, 1.75, 3, -0.5
402 -> 66, -4, 1.75, 3, -1
402 -> 66, -2, 0.75, 2, -1.5
402 -> 66, -1, 1.25, 2, -0.5
403 -> 66, -2, 0.75, 4, -1.5
404 -> 66, -2, 0.25, 5, -0.5
404 -> 66, -2, 0.25, 4, -1.5
404 -> 66, -2, 0.25, 3, -1.5
404 -> 66, -2, 0.25, 1, -1.5
405 -> 66, -1, 0.75, 3, -1
405 -> 66, -3, 0.25, 5, -1.5
405 -> 66, -1, 1.25, 5, -0.5
405 -> 66, -1, 0.75, 5, -1
405 -> 66, -1, 0.75, 4, -1
405 -> 66, -3, 0.25, 4, -1.5
406 -> 66, -2, 0.75, 1, -1.5
407 -> 66, -1, 1.25, 3, -1
408 -> 66, -1, 1.75, 4, -2
408 -> 66, -3, 0.75, 2, -0.5
409 -> 66, -1, 1.75, 5, -2
410 -> 66, -2, 1.25, 3, -1
410 -> 66, -2, 1.25, 4, -1
410 -> 66, -5, 1.75, 1, -1.5
410 -> 66, -5, 1.75, 2, -1.5
