239 -> 49, -5, 1.25, 2, -2
244 -> 49, -5, 1.25, 3, -1
244 -> 49, -5, 1.25, 4, -1
246 -> 49, -5, 1.75, 2, -2
248 -> 49, -5, 1.75, 4, -2
249 -> 49, -5, 0.75, 5, -1
251 -> 49, -4, 1.75, 1, -2
252 -> 49, -5, 1.25, 3, -2
253 -> 49, -5, 1.75, 1, -2
255 -> 49, -4, 1.25, 1, -2
256 -> 49, -4, 1.75, 5, -1.5
258 -> 49, -3, 1.75, 2, -2
258 -> 49, -5, 0.75, 4, -1
261 -> 49, -4, 1.75, 2, -2
262 -> 49, -5, 0.25, 3, -1
262 -> 49, -5, 1.75, 5, -2
262 -> 49, -5, 1.25, 5, -2
264 -> 49, -5, 1.75, 5, -1
265 -> 49, -3, 1.75, 1, -2
265 -> 49, -5, 0.25, 4, -2
267 -> 49, -4, 1.25, 3, -2
267 -> 49, -4, 0.75, 4, -1.5
267 -> 49, -5, 0.75, 3, -1
267 -> 49, -5, 1.25, 4, -1.5
270 -> 49, -5, 1.25, 4, -2
271 -> 49, -5, 0.75, 5, -1.5
271 -> 49, -5, 0.75, 4, -1.5
272 -> 49, -4, 1.75, 2, -1
274 -> 49, -4, 1.75, 1, -1.5
275 -> 49, -3, 1.25, 5, -2
275 -> 49, -3, 0.75, 5, -1.5
276 -> 49, -5, 0.75, 1, -2
277 -> 49, -3, 1.75, 5, -2
277 -> 49, -5, 0.25, 3, -2
278 -> 49, -4, 0.25, 5, -1
278 -> 49, -4, 0.25, 4, -1
278 -> 49, -3, 0.75, 2, -2
279 -> 49, -5, 0.75, 3, -1.5
281 -> 49, -3, 1.25, 5, -1.5
282 -> 49, -4, 0.25, 1, -2
282 -> 49, -5, 0.25, 4, -1.5
283 -> 49, -5, 1.25, 1, -1.5
283 -> 49, -4, 1.25, 2, -2
283 -> 49, -5, 1.75, 1, -1
284 -> 49, -5, 1.75, 4, -1.5
284 -> 49, -5, 1.25, 1, -2
285 -> 49, -3, 1.75, 1, -1
285 -> 49, -2, 0.75, 3, -1.5
285 -> 49, -5, 0.25, 3, -1.5
287 -> 49, -5, 1.75, 3, -2
288 -> 49, -4, 1.75, 4, -1.5
288 -> 49, -5, 1.25, 2, -1.5
289 -> 49, -4, 0.25, 3, -1
290 -> 49, -4, 1.25, 5, -1.5
291 -> 49, -3, 1.75, 4, -1.5
292 -> 49, -4, 1.75, 2, -1.5
292 -> 49, -5, 1.25, 3, -1.5
294 -> 49, -4, 1.75, 5, -2
294 -> 49, -3, 1.25, 1, -2
294 -> 49, -5, 1.75, 3, -1.5
295 -> 49, -4, 0.25, 2, -2
296 -> 49, -5, 0.25, 5, -2
297 -> 49, -2, 1.75, 1, -1.5
298 -> 49, -4, 1.25, 1, -1.5
298 -> 49, -3, 1.75, 5, -1
298 -> 49, -4, 0.75, 1, -2
298 -> 49, -4, 0.75, 1, -1
299 -> 49, -4, 0.75, 3, -2
299 -> 49, -5, 0.75, 2, -1.5
299 -> 49, -3, 0.25, 1, -2
299 -> 49, -4, 0.25, 4, -1.5
299 -> 49, -3, 0.75, 3, -2
299 -> 49, -3, 1.25, 4, -1.5
301 -> 49, -4, 0.25, 3, -2
301 -> 49, -4, 1.25, 4, -1.5
302 -> 49, -2, 1.25, 2, -2
302 -> 49, -2, 1.75, 5, -1
302 -> 49, -5, 1.75, 5, -0.5
302 -> 49, -5, 1.75, 3, -0.5
304 -> 49, -4, 0.25, 3, -1.5
305 -> 49, -5, 0.25, 1, -2
305 -> 49, -3, 1.75, 3, -1
306 -> 49, -3, 1.75, 1, -1.5
307 -> 49, -4, 0.75, 3, -1.5
307 -> 49, -2, 1.75, 4, -1
307 -> 49, -5, 0.75, 1, -1.5
308 -> 49, -4, 1.75, 3, -2
308 -> 49, -3, 1.75, 5, -1.5
309 -> 49, -2, 1.75, 4, -2
309 -> 49, -4, 0.75, 5, -1.5
309 -> 49, -2, 1.75, 5, -2
310 -> 49, -5, 0.75, 4, -2
310 -> 49, -3, 0.75, 1, -1.5
310 -> 49, -5, 1.25, 5, -1
310 -> 49, -3, 0.75, 4, -1
310 -> 49, -5, 1.75, 1, -1.5
310 -> 49, -4, 1.25, 2, -1
310 -> 49, -4, 0.75, 2, -1.5
310 -> 49, -4, 1.75, 3, -1
310 -> 49, -5, 0.75, 3, -2
311 -> 49, -4, 0.75, 5, -1
312 -> 49, -4, 0.75, 2, -1
312 -> 49, -5, 0.25, 5, -1.5
312 -> 49, -2, 1.25, 5, -2
312 -> 49, -2, 0.75, 2, -2
313 -> 49, -3, 0.75, 5, -2
314 -> 49, -2, 0.75, 5, -2
314 -> 49, -4, 1.25, 4, -2
314 -> 49, -2, 1.75, 5, -1.5
315 -> 49, -5, 0.25, 2, -1
315 -> 49, -3, 0.75, 4, -1.5
316 -> 49, -3, 0.75, 4, -2
318 -> 49, -5, 0.75, 2, -2
318 -> 49, -4, 1.75, 5, -0.5
319 -> 49, -1, 1.75, 3, -2
319 -> 49, -3, 1.75, 2, -1.5
320 -> 49, -5, 0.75, 5, -2
320 -> 49, -4, 0.75, 3, -1
320 -> 49, -3, 0.25, 1, -1.5
320 -> 49, -3, 0.25, 4, -1.5
320 -> 49, -5, 1.75, 3, -1
320 -> 49, -2, 1.75, 1, -2
321 -> 49, -4, 1.25, 4, -1
321 -> 49, -3, 1.75, 2, -1
321 -> 49, -2, 0.25, 4, -1
322 -> 49, -3, 0.25, 4, -2
322 -> 49, -3, 0.25, 5, -2
322 -> 49, -2, 0.75, 4, -1.5
322 -> 49, -3, 0.25, 2, -2
322 -> 49, -3, 0.75, 2, -1
322 -> 49, -4, 1.25, 5, -2
323 -> 49, -3, 1.75, 3, -1.5
323 -> 49, -2, 1.75, 3, -1
323 -> 49, -2, 1.75, 1, -1
323 -> 49, -4, 1.75, 4, -1
323 -> 49, -2, 0.75, 5, -1.5
324 -> 49, -2, 1.25, 3, -1.5
324 -> 49, -2, 1.25, 4, -2
324 -> 49, -2, 0.25, 3, -1
324 -> 49, -5, 0.25, 1, -1
325 -> 49, -5, 0.25, 3, -0.5
326 -> 49, -4, 1.75, 3, -1.5
326 -> 49, -2, 0.25, 2, -1
327 -> 49, -3, 0.75, 1, -2
327 -> 49, -5, 0.75, 2, -1
327 -> 49, -5, 0.25, 2, -1.5
