26,1,-1,0.25,1,-0.5
37,1,-1,0.25,1,-1
73,1,-1,0.25,1,-1.5
35,1,-1,0.25,1,-2
354,1,-1,0.25,2,-0.5
27,1,-1,0.25,2,-1
56,1,-1,0.25,2,-1.5
36,1,-1,0.25,2,-2
97,1,-1,0.25,3,-0.5
40,1,-1,0.25,3,-1
43,1,-1,0.25,3,-1.5
70,1,-1,0.25,3,-2
141,1,-1,0.25,4,-0.5
94,1,-1,0.25,4,-1
47,1,-1,0.25,4,-1.5
55,1,-1,0.25,4,-2
124,1,-1,0.25,5,-0.5
31,1,-1,0.25,5,-1
60,1,-1,0.25,5,-1.5
47,1,-1,0.25,5,-2
72,1,-1,0.75,1,-0.5
39,1,-1,0.75,1,-1
34,1,-1,0.75,1,-1.5
43,1,-1,0.75,1,-2
34,1,-1,0.75,2,-0.5
48,1,-1,0.75,2,-1
41,1,-1,0.75,2,-1.5
55,1,-1,0.75,2,-2
42,1,-1,0.75,3,-0.5
62,1,-1,0.75,3,-1
34,1,-1,0.75,3,-1.5
51,1,-1,0.75,3,-2
67,1,-1,0.75,4,-0.5
38,1,-1,0.75,4,-1
74,1,-1,0.75,4,-1.5
56,1,-1,0.75,4,-2
68,1,-1,0.75,5,-0.5
56,1,-1,0.75,5,-1
53,1,-1,0.75,5,-1.5
80,1,-1,0.75,5,-2
130,1,-1,1.25,1,-0.5
120,1,-1,1.25,1,-1
70,1,-1,1.25,1,-1.5
108,1,-1,1.25,1,-2
102,1,-1,1.25,2,-0.5
92,1,-1,1.25,2,-1
77,1,-1,1.25,2,-1.5
86,1,-1,1.25,2,-2
108,1,-1,1.25,3,-0.5
113,1,-1,1.25,3,-1
88,1,-1,1.25,3,-1.5
94,1,-1,1.25,3,-2
107,1,-1,1.25,4,-0.5
104,1,-1,1.25,4,-1
86,1,-1,1.25,4,-1.5
88,1,-1,1.25,4,-2
146,1,-1,1.25,5,-0.5
108,1,-1,1.25,5,-1
86,1,-1,1.25,5,-1.5
84,1,-1,1.25,5,-2
188,1,-1,1.75,1,-0.5
147,1,-1,1.75,1,-1
137,1,-1,1.75,1,-1.5
120,1,-1,1.75,1,-2
156,1,-1,1.75,2,-0.5
136,1,-1,1.75,2,-1
126,1,-1,1.75,2,-1.5
112,1,-1,1.75,2,-2
169,1,-1,1.75,3,-0.5
136,1,-1,1.75,3,-1
95,1,-1,1.75,3,-1.5
109,1,-1,1.75,3,-2
165,1,-1,1.75,4,-0.5
114,1,-1,1.75,4,-1
115,1,-1,1.75,4,-1.5
104,1,-1,1.75,4,-2
181,1,-1,1.75,5,-0.5
115,1,-1,1.75,5,-1
116,1,-1,1.75,5,-1.5
113,1,-1,1.75,5,-2
342,1,-2,0.25,1,-0.5
133,1,-2,0.25,1,-1
82,1,-2,0.25,1,-1.5
81,1,-2,0.25,1,-2
73,1,-2,0.25,2,-0.5
348,1,-2,0.25,2,-1
95,1,-2,0.25,2,-1.5
29,1,-2,0.25,2,-2
81,1,-2,0.25,3,-0.5
161,1,-2,0.25,3,-1
57,1,-2,0.25,3,-1.5
44,1,-2,0.25,3,-2
484,1,-2,0.25,4,-0.5
27,1,-2,0.25,4,-1
75,1,-2,0.25,4,-1.5
65,1,-2,0.25,4,-2
86,1,-2,0.25,5,-0.5
267,1,-2,0.25,5,-1
46,1,-2,0.25,5,-1.5
96,1,-2,0.25,5,-2
103,1,-2,0.75,1,-0.5
31,1,-2,0.75,1,-1
50,1,-2,0.75,1,-1.5
22,1,-2,0.75,1,-2
41,1,-2,0.75,2,-0.5
29,1,-2,0.75,2,-1
28,1,-2,0.75,2,-1.5
45,1,-2,0.75,2,-2
44,1,-2,0.75,3,-0.5
31,1,-2,0.75,3,-1
37,1,-2,0.75,3,-1.5
34,1,-2,0.75,3,-2
37,1,-2,0.75,4,-0.5
43,1,-2,0.75,4,-1
38,1,-2,0.75,4,-1.5
30,1,-2,0.75,4,-2
109,1,-2,0.75,5,-0.5
46,1,-2,0.75,5,-1
38,1,-2,0.75,5,-1.5
48,1,-2,0.75,5,-2
52,1,-2,1.25,1,-0.5
66,1,-2,1.25,1,-1
38,1,-2,1.25,1,-1.5
50,1,-2,1.25,1,-2
53,1,-2,1.25,2,-0.5
69,1,-2,1.25,2,-1
38,1,-2,1.25,2,-1.5
29,1,-2,1.25,2,-2
71,1,-2,1.25,3,-0.5
38,1,-2,1.25,3,-1
56,1,-2,1.25,3,-1.5
40,1,-2,1.25,3,-2
59,1,-2,1.25,4,-0.5
45,1,-2,1.25,4,-1
65,1,-2,1.25,4,-1.5
62,1,-2,1.25,4,-2
102,1,-2,1.25,5,-0.5
62,1,-2,1.25,5,-1
25,1,-2,1.25,5,-1.5
74,1,-2,1.25,5,-2
131,1,-2,1.75,1,-0.5
97,1,-2,1.75,1,-1
87,1,-2,1.75,1,-1.5
81,1,-2,1.75,1,-2
116,1,-2,1.75,2,-0.5
93,1,-2,1.75,2,-1
84,1,-2,1.75,2,-1.5
98,1,-2,1.75,2,-2
77,1,-2,1.75,3,-0.5
88,1,-2,1.75,3,-1
53,1,-2,1.75,3,-1.5
76,1,-2,1.75,3,-2
127,1,-2,1.75,4,-0.5
76,1,-2,1.75,4,-1
96,1,-2,1.75,4,-1.5
71,1,-2,1.75,4,-2
80,1,-2,1.75,5,-0.5
88,1,-2,1.75,5,-1
55,1,-2,1.75,5,-1.5
63,1,-2,1.75,5,-2
127,1,-3,0.25,1,-0.5
121,1,-3,0.25,1,-1
364,1,-3,0.25,1,-1.5
32,1,-3,0.25,1,-2
176,1,-3,0.25,2,-0.5
386,1,-3,0.25,2,-1
37,1,-3,0.25,2,-1.5
153,1,-3,0.25,2,-2
391,1,-3,0.25,3,-0.5
122,1,-3,0.25,3,-1
158,1,-3,0.25,3,-1.5
234,1,-3,0.25,3,-2
94,1,-3,0.25,4,-0.5
122,1,-3,0.25,4,-1
27,1,-3,0.25,4,-1.5
135,1,-3,0.25,4,-2
301,1,-3,0.25,5,-0.5
47,1,-3,0.25,5,-1
117,1,-3,0.25,5,-1.5
79,1,-3,0.25,5,-2
80,1,-3,0.75,1,-0.5
41,1,-3,0.75,1,-1
42,1,-3,0.75,1,-1.5
31,1,-3,0.75,1,-2
30,1,-3,0.75,2,-0.5
55,1,-3,0.75,2,-1
35,1,-3,0.75,2,-1.5
26,1,-3,0.75,2,-2
41,1,-3,0.75,3,-0.5
60,1,-3,0.75,3,-1
24,1,-3,0.75,3,-1.5
48,1,-3,0.75,3,-2
37,1,-3,0.75,4,-0.5
104,1,-3,0.75,4,-1
98,1,-3,0.75,4,-1.5
35,1,-3,0.75,4,-2
22,1,-3,0.75,5,-0.5
41,1,-3,0.75,5,-1
31,1,-3,0.75,5,-1.5
25,1,-3,0.75,5,-2
53,1,-3,1.25,1,-0.5
27,1,-3,1.25,1,-1
33,1,-3,1.25,1,-1.5
38,1,-3,1.25,1,-2
136,1,-3,1.25,2,-0.5
30,1,-3,1.25,2,-1
41,1,-3,1.25,2,-1.5
25,1,-3,1.25,2,-2
62,1,-3,1.25,3,-0.5
25,1,-3,1.25,3,-1
28,1,-3,1.25,3,-1.5
28,1,-3,1.25,3,-2
49,1,-3,1.25,4,-0.5
24,1,-3,1.25,4,-1
43,1,-3,1.25,4,-1.5
34,1,-3,1.25,4,-2
40,1,-3,1.25,5,-0.5
40,1,-3,1.25,5,-1
20,1,-3,1.25,5,-1.5
37,1,-3,1.25,5,-2
89,1,-3,1.75,1,-0.5
61,1,-3,1.75,1,-1
54,1,-3,1.75,1,-1.5
53,1,-3,1.75,1,-2
64,1,-3,1.75,2,-0.5
54,1,-3,1.75,2,-1
53,1,-3,1.75,2,-1.5
48,1,-3,1.75,2,-2
86,1,-3,1.75,3,-0.5
59,1,-3,1.75,3,-1
34,1,-3,1.75,3,-1.5
47,1,-3,1.75,3,-2
73,1,-3,1.75,4,-0.5
51,1,-3,1.75,4,-1
52,1,-3,1.75,4,-1.5
43,1,-3,1.75,4,-2
88,1,-3,1.75,5,-0.5
72,1,-3,1.75,5,-1
50,1,-3,1.75,5,-1.5
57,1,-3,1.75,5,-2
85,1,-4,0.25,1,-0.5
288,1,-4,0.25,1,-1
120,1,-4,0.25,1,-1.5
29,1,-4,0.25,1,-2
99,1,-4,0.25,2,-0.5
356,1,-4,0.25,2,-1
389,1,-4,0.25,2,-1.5
317,1,-4,0.25,2,-2
371,1,-4,0.25,3,-0.5
63,1,-4,0.25,3,-1
149,1,-4,0.25,3,-1.5
101,1,-4,0.25,3,-2
254,1,-4,0.25,4,-0.5
40,1,-4,0.25,4,-1
116,1,-4,0.25,4,-1.5
71,1,-4,0.25,4,-2
455,1,-4,0.25,5,-0.5
38,1,-4,0.25,5,-1
88,1,-4,0.25,5,-1.5
90,1,-4,0.25,5,-2
167,1,-4,0.75,1,-0.5
61,1,-4,0.75,1,-1
29,1,-4,0.75,1,-1.5
113,1,-4,0.75,1,-2
109,1,-4,0.75,2,-0.5
152,1,-4,0.75,2,-1
133,1,-4,0.75,2,-1.5
70,1,-4,0.75,2,-2
61,1,-4,0.75,3,-0.5
118,1,-4,0.75,3,-1
116,1,-4,0.75,3,-1.5
42,1,-4,0.75,3,-2
37,1,-4,0.75,4,-0.5
35,1,-4,0.75,4,-1
29,1,-4,0.75,4,-1.5
170,1,-4,0.75,4,-2
311,1,-4,0.75,5,-0.5
80,1,-4,0.75,5,-1
374,1,-4,0.75,5,-1.5
23,1,-4,0.75,5,-2
63,1,-4,1.25,1,-0.5
30,1,-4,1.25,1,-1
54,1,-4,1.25,1,-1.5
44,1,-4,1.25,1,-2
83,1,-4,1.25,2,-0.5
29,1,-4,1.25,2,-1
30,1,-4,1.25,2,-1.5
48,1,-4,1.25,2,-2
20,1,-4,1.25,3,-0.5
